component_id	repository	commit_sha	path	content_sha256	kind
globalgrid2050:pipeline/scripts/plugins/capacity-presentation-v9-3.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/capacity-presentation-v9-3.js	650e2d1ca9fea55d0cb96db58c752e03ac03645499f033d11d4f76d29c917cef	application
globalgrid2050:pipeline/scripts/plugins/gauges-v9-1.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/gauges-v9-1.js	eb9c3caf204dd177407f4ac4f3a4352afc28381aba70a745854e2a69a89f2cae	application
globalgrid2050:pipeline/scripts/plugins/gauges-v9-2.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/gauges-v9-2.js	30803e3ecc787175bc31b6913541d52cc6065e9be2b50dc4d3ed900797348682	application
globalgrid2050:pipeline/scripts/plugins/gauges.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/gauges.js	c77752b697b9104fd8257d25294e84a63a8d4cc6060ce60eef7ef065cf19058d	application
globalgrid2050:pipeline/scripts/plugins/newspaper-v9-2.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/newspaper-v9-2.js	c6d3655455fe54131ce2a7b6cea189d099aed214f5710da40edf0d73d853e9b4	application
globalgrid2050:pipeline/scripts/plugins/newspaper-v9-5-1.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/newspaper-v9-5-1.js	3a328d6d8eaa55884a8bbf1f134db98caccea655c7379096833ffc4ad802a59f	application
globalgrid2050:pipeline/scripts/plugins/newspaper-v9-5.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/newspaper-v9-5.js	623c5aa4d08fe23430d4e85b9022c65099bef198849ab6cefaa2d58209a0bbe2	application
globalgrid2050:pipeline/scripts/plugins/newspaper-v9-6-2.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/newspaper-v9-6-2.js	d5ea34b3ff4b006e454edd012e02b993c93dd9db8951323fd0fbb865006e0eb9	application
globalgrid2050:pipeline/scripts/plugins/newspaper-v9-7.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/newspaper-v9-7.js	81b71eee9d720e4dc223a16677680e295db6d3aeaa226a76ec01680265ee1e34	application
globalgrid2050:pipeline/scripts/plugins/newspaper.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/newspaper.js	938c662a4ca461107f3f0851c70dd09bc29d0103ed1517a49920cb7ccbd06417	application
globalgrid2050:pipeline/scripts/plugins/project-export.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/project-export.js	a5dbf6eff9670d7c08289d53e187c838b958f68eab2039928bc2a154e4689524	application
globalgrid2050:pipeline/scripts/plugins/project-filters.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/project-filters.js	348065a5800f21cbfb05d7a4a0d051215fc4263d016643be37d14687481440c6	application
globalgrid2050:pipeline/scripts/plugins/project-table.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/project-table.js	cb9eab60637c87f940c2494590c301cf9c19e8b6c37eca6a38b9681a9e44c4f0	application
globalgrid2050:pipeline/scripts/plugins/projects-v9-1.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects-v9-1.js	bff4758989eb29538525df4ee900eaed4b56e18f7f2bfcf4ed7211a9f0fb4468	application
globalgrid2050:pipeline/scripts/plugins/projects-v9-2.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects-v9-2.js	f000545d11ba6aa620ce3179bdd2ac3eaeb5672ea46daecf0536048b83563467	application
globalgrid2050:pipeline/scripts/plugins/projects-v9-3.js	globalgrid2050	28e41f129d80ebd1a8514b6e2c355e24ec36451b	pipeline/scripts/plugins/projects-v9-3.js	a51eeda3bf0430f58083eb6179db56446724a98d1f4b11172fcc54561239d958	application
